,Course Title,Course Name,Course Department,Instructor Full Name,UGrad,Grad,NonDegree,XReg,VUS,Employee,Withdraw,Year,Semester,Total
2281,PLSH CR,Advanced Polish,Slavic Languages & Literatures,"Baranczak,Anna",0,3,0,0,0,0,0,2020,Fall,3
2282,PORTUG 10,Beginning Portuguese I,Romance Languages & Lit,"Cruz,Benedict",3,2,0,0,0,0,0,2020,Fall,5
2283,PORTUG 10S,Portuguese for Spanish Spkrs I,Romance Languages & Lit,"Gontijo,Viviane",1,1,0,4,0,0,0,2020,Fall,6
2284,PORTUG 11S,Begin. Portug for Spnsh Spkrs,Romance Languages & Lit,"Cruz,Benedict",1,0,0,0,0,0,0,2020,Fall,1
2285,PORTUG 136,Writing and Urban Life,Romance Languages & Lit,"Carvalho,Bruno Martins",1,8,0,0,0,0,0,2020,Fall,9
2286,PORTUG 20,Intermediate Portuguese,Romance Languages & Lit,"Gontijo,Viviane",5,1,0,0,0,0,0,2020,Fall,6
2287,PORTUG 40,Advanced Portuguese I,Romance Languages & Lit,"Gontijo,Viviane",5,0,0,0,0,0,0,2020,Fall,5
2288,PORTUG 76,Womens Voices in Brazil Lit,Romance Languages & Lit,"Gontijo,Viviane",4,0,0,0,0,0,0,2020,Fall,4
2489,RUSS 101,Advanced Russian I,Slavic Languages & Literatures,"Egorova,Veronika A.",5,3,0,1,0,0,0,2020,Fall,9
2490,RUSS 101,Advanced Russian I,Slavic Languages & Literatures,"Egorova,Veronika A.",2,2,0,0,0,0,0,2020,Fall,4
2491,RUSS 102,Advanced Russian,Slavic Languages & Literatures,"Clancy,Steven",3,3,0,0,0,0,0,2020,Fall,6
2492,RUSS 111,Advanced Russian,Slavic Languages & Literatures,"Pokrovsky,Natalia",0,2,0,0,0,0,0,2020,Fall,2
2493,RUSS 113,Advanced Russian,Slavic Languages & Literatures,"Pokrovsky,Natalia",2,3,0,2,0,0,0,2020,Fall,7
2494,RUSS 120R,Readings in Advanced Russian,Slavic Languages & Literatures,"Clancy,Steven",0,1,0,0,0,0,0,2020,Fall,1
2495,RUSS AA,Elementary Russian I,Slavic Languages & Literatures,"Clancy,Steven",7,0,0,1,0,0,0,2020,Fall,8
2496,RUSS AA,Elementary Russian I,Slavic Languages & Literatures,"Clancy,Steven",6,1,0,0,0,0,0,2020,Fall,7
2497,RUSS AAB,Elementary Russian (Intensive),Slavic Languages & Literatures,"Chirkov,Natalia Georgievna",2,4,0,0,0,0,0,2020,Fall,6
2498,RUSS BA,Intermediate Russian I,Slavic Languages & Literatures,"Egorova,Veronika A.",2,1,1,2,0,0,0,2020,Fall,6
2499,RUSS BA,Intermediate Russian I,Slavic Languages & Literatures,"Egorova,Veronika A.",3,2,0,0,0,1,0,2020,Fall,6
2500,SANSKRIT 101A,Elementary Sanskrit,South Asian Studies,"Hawley,Nell Shapiro",20,3,0,1,0,0,0,2020,Fall,24
2501,SANSKRIT 102AR,Intermediate Sanskrit I,South Asian Studies,"Hawley,Nell Shapiro",0,0,0,4,0,1,0,2020,Fall,5
2502,SANSKRIT 108,Intro to Vedic Lit & Culture,South Asian Studies,"Witzel,Michael",1,2,0,1,0,0,0,2020,Fall,4
2503,SANSKRIT 150,Introduction to Vedic Language,South Asian Studies,"Witzel,Michael",0,1,0,1,0,0,0,2020,Fall,2
2504,SANSKRIT 201AR,Adv Philosophical Sanskrit,South Asian Studies,"Patil,Parimal G.",0,10,0,2,0,0,0,2020,Fall,12
2505,SANSKRIT 301,Reading and Research,South Asian Studies,"Patil,Parimal G.",0,1,0,0,0,0,0,2020,Fall,1
2506,SANSKRIT 310,Doctoral Dissertations,South Asian Studies,"Patil,Parimal G.",0,1,0,0,0,0,0,2020,Fall,1
2507,SANSKRIT 91R,Supervised Reading & Research,South Asian Studies,"Hawley,Nell Shapiro",4,0,0,0,0,0,0,2020,Fall,4
2517,SCAND 90R.A,Danish,Germanic Languages & Lit,"Broome,Agnes",4,0,0,0,0,0,0,2020,Fall,4
2518,SCAND 90R.C,Norwegian,Germanic Languages & Lit,"Broome,Agnes",4,0,0,0,0,0,0,2020,Fall,4
2532,SCTGALIC 130,Intro to Scottish Gaelic,Celtic Languages & Literatures,"Sumner,Natasha",1,0,0,2,0,0,0,2020,Fall,3
2635,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",8,1,0,0,0,0,0,2020,Fall,9
2636,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",12,0,0,0,0,0,0,2020,Fall,12
2637,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",8,2,0,0,0,0,0,2020,Fall,10
2638,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",7,1,0,0,0,0,0,2020,Fall,8
2639,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",11,0,0,3,0,0,0,2020,Fall,14
2640,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",6,1,0,0,0,0,0,2020,Fall,7
2641,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",12,0,0,0,0,0,0,2020,Fall,12
2642,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",10,0,0,2,0,0,0,2020,Fall,12
2643,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",10,0,0,1,0,0,1,2020,Fall,10
2644,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",10,1,0,1,0,0,0,2020,Fall,12
2645,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",12,0,0,0,0,0,0,2020,Fall,12
2646,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",10,0,0,0,0,0,0,2020,Fall,10
2647,SPANSH 137,Afrolatinoamérica escribe,Romance Languages & Lit,"Sommer,Doris",4,2,0,0,0,0,0,2020,Fall,6
2648,SPANSH 15,Intensive Beginning Spanish,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",6,3,0,1,0,0,0,2020,Fall,10
2649,SPANSH 153,Narratives of Identity,Romance Languages & Lit,"Aguirre-Oteiza,Daniel",6,5,0,0,0,0,0,2020,Fall,11
2650,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",10,0,0,0,0,0,0,2020,Fall,10
2651,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",10,0,0,0,0,0,0,2020,Fall,10
2652,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",5,1,0,0,0,0,0,2020,Fall,6
2653,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",6,0,0,0,0,0,0,2020,Fall,6
2654,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",9,0,0,0,0,0,0,2020,Fall,9
2656,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",7,0,0,0,0,0,0,2020,Fall,7
2657,SPANSH 201,History of the Spanish Languag,Romance Languages & Lit,"Giron Negron,Luis M.",4,7,0,0,0,0,0,2020,Fall,11
2658,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",8,1,0,1,0,0,0,2020,Fall,10
2659,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",9,0,0,2,0,0,0,2020,Fall,11
2660,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",10,0,0,0,0,0,0,2020,Fall,10
2661,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",0,0,0,0,0,0,0,2020,Fall,0
2662,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",8,0,0,0,0,0,0,2020,Fall,8
2663,SPANSH 320,Spanish & Hispanic-American Li,Romance Languages & Lit,"Aguirre-Oteiza,Daniel",0,1,0,0,0,0,0,2020,Fall,1
2664,SPANSH 320,Spanish & Hispanic-American Li,Romance Languages & Lit,"Vega-Duran,Raquel",0,1,0,0,0,0,0,2020,Fall,1
2665,SPANSH 320,Spanish & Hispanic-American Li,Romance Languages & Lit,"Sommer,Doris",0,1,0,0,0,0,0,2020,Fall,1
2666,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",9,3,0,0,0,0,0,2020,Fall,12
2667,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",9,0,0,1,0,0,0,2020,Fall,10
2668,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",13,0,0,0,0,0,0,2020,Fall,13
2669,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",11,0,0,0,0,0,1,2020,Fall,10
2670,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",8,0,0,1,0,0,0,2020,Fall,9
2671,SPANSH 49H,Languaging & Latinx identities,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",10,0,0,0,0,0,0,2020,Fall,10
2672,SPANSH 50,Advanced Spanish II,Romance Languages & Lit,"Gutierrez,Adriana",10,0,0,0,0,0,0,2020,Fall,10
2673,SPANSH 50,Advanced Spanish II,Romance Languages & Lit,"Gutierrez,Adriana",10,0,0,0,0,0,0,2020,Fall,10
2674,SPANSH 50,Advanced Spanish II,Romance Languages & Lit,"Gutierrez,Adriana",7,0,0,0,0,0,0,2020,Fall,7
2675,SPANSH 50,Advanced Spanish II,Romance Languages & Lit,Unknown,0,0,0,0,0,0,0,2020,Fall,0
2676,SPANSH 59,Spanish and the Community,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",7,0,0,0,0,0,0,2020,Fall,7
2677,SPANSH 61PH,Spanish for Public Health,Romance Languages & Lit,"Gutierrez,Adriana",8,0,0,0,0,0,0,2020,Fall,8
2678,SPANSH 61PH,Spanish for Public Health,Romance Languages & Lit,"Gutierrez,Adriana",8,0,0,0,0,0,0,2020,Fall,8
2679,SPANSH 70,Intro Latin American Studies,Romance Languages & Lit,"Siskind,Mariano",25,0,0,0,0,0,0,2020,Fall,25
2680,SPANSH 80T,Translation Wrkshp Spain 20th,Romance Languages & Lit,"Aguirre-Oteiza,Daniel",7,0,0,0,0,0,0,2020,Fall,7
2681,SPANSH 88,The History of Women in Spain,Romance Languages & Lit,"Vega-Duran,Raquel",12,0,0,0,0,0,0,2020,Fall,12
2682,SPANSH 99A,Tutorial - Senior Year,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",1,0,0,0,0,0,0,2020,Fall,1
2711,SUDANESE 101AR,Advanced Sudanese Arabic,African & African Amer Studies,"Mugane,John M",2,1,0,0,0,0,0,2020,Fall,3
2712,SUDANESE AA,Elementary Sudanese Arabic,African & African Amer Studies,"Mugane,John M",1,1,0,1,0,0,0,2020,Fall,3
2713,SUMERIAN AA,Introductory Sumerian I,Near Eastern Languages & Civ,"Steinkeller,Piotr",0,2,0,0,0,0,0,2020,Fall,2
2714,SWAHILI 101AR,Reading in Swahili,African & African Amer Studies,"Mugane,John M",2,0,0,0,0,0,0,2020,Fall,2
2715,SWAHILI AA,Elementary Swahili,African & African Amer Studies,"Mugane,John M",6,0,0,3,0,0,0,2020,Fall,9
2716,SWAHILI BA,Intermediate Swahili,African & African Amer Studies,"Mugane,John M",2,2,0,0,0,0,0,2020,Fall,4
2717,SWEDISH 10A,Beginning Swedish Lang and Lit,Germanic Languages & Lit,"Broome,Agnes",7,0,0,2,0,0,0,2020,Fall,9
2718,SWEDISH 20A,Intermediate Swedish,Germanic Languages & Lit,"Broome,Agnes",0,2,0,0,0,0,0,2020,Fall,2
2719,SYRIAC AA,Elementary Syriac I,Near Eastern Languages & Civ,"Possekel,Ute",0,2,0,1,0,0,0,2020,Fall,3
2757,TAM 101A,Elementary Tamil,South Asian Studies,"Ripley,Jonathan Daniel",7,1,0,3,0,0,0,2020,Fall,11
2758,TAM 102A,Intermediate Tamil,South Asian Studies,"Ripley,Jonathan Daniel",1,1,0,2,0,0,0,2020,Fall,4
2775,THI 102A,Intermediate Thai I,South Asian Studies,"Delacy,Richard Somers",1,0,0,1,0,0,0,2020,Fall,2
2776,THI 103AR,Readings in Thai I,South Asian Studies,"Delacy,Richard Somers",2,0,0,0,0,0,0,2020,Fall,2
2777,TIBET 101A,Elementary Classical Tibetan,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,1,0,0,0,0,0,2020,Fall,1
2778,TIBET 102A,Intermediate Classical Tibetan,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,1,0,1,0,0,0,2020,Fall,2
2779,TIBET 104AR,Elementary Colloquial Tibetan,South Asian Studies,"Delacy,Richard Somers",1,2,0,0,0,0,0,2020,Fall,3
2780,TIBET 105AR,Intermed Colloquial Tibetan,South Asian Studies,"Delacy,Richard Somers",0,1,0,0,0,0,0,2020,Fall,1
2781,TIBET 106AR,Advanced Colloquial Tibetan,South Asian Studies,"Delacy,Richard Somers",0,2,0,0,0,0,0,2020,Fall,2
2782,TIBET 213,Intro to Lit of Bka' gdams pa,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,3,0,1,0,0,0,2020,Fall,4
2783,TIBET 214,Readings in 'Ba' ra ba Rgyal,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,5,0,0,0,0,0,2020,Fall,5
2784,TIBET 300,Reading and Research,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,1,0,0,0,0,0,2020,Fall,1
2785,TIBET 91R,Supervised Reading & Research,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,2,0,0,0,0,0,2020,Fall,2
2786,TIGRINYA 101AR,Advanced Tigrinya,African & African Amer Studies,"Mugane,John M",2,0,0,0,0,0,0,2020,Fall,2
2787,TIGRINYA BA,Intermediate Tigrinya,African & African Amer Studies,"Mugane,John M",0,0,0,0,0,0,0,2020,Fall,0
2788,TURKISH 120A,Intermediate Modern Turkish I,Near Eastern Languages & Civ,"Demir,Meryem",1,4,0,0,0,0,0,2020,Fall,5
2789,TURKISH 130A,Advanced Turkish I,Near Eastern Languages & Civ,"Demir,Meryem",0,2,0,0,0,0,0,2020,Fall,2
2790,TURKISH 140A,Intro to Ottoman Turkish I,Near Eastern Languages & Civ,"Taskomur,Himmet",0,1,0,0,0,0,0,2020,Fall,1
2791,TURKISH 150A,Advanced Ottoman Turkish I,Near Eastern Languages & Civ,"Taskomur,Himmet",0,4,0,0,0,0,0,2020,Fall,4
2792,TURKISH 150A,Advanced Ottoman Turkish I,Near Eastern Languages & Civ,"Taskomur,Himmet",0,2,0,0,0,0,0,2020,Fall,2
2793,TURKISH AA,Elementary Modern Turkish I,Near Eastern Languages & Civ,"Demir,Meryem",4,4,0,0,0,0,0,2020,Fall,8
2794,TWI AA,Elementary Twi,African & African Amer Studies,"Mugane,John M",1,1,0,5,0,0,0,2020,Fall,7
2795,TWI BA,Intermediate Twi,African & African Amer Studies,"Mugane,John M",6,0,0,1,0,0,0,2020,Fall,7
2796,UKRA AA,Elementary Ukrainian I,Slavic Languages & Literatures,"Dibrova,Volodymyr",0,0,0,0,0,1,0,2020,Fall,1
2797,UYGHUR A,Elementary Uyghur,East Asian Langs & Civ,"Gulina,Aizezi",0,2,0,0,0,0,0,2020,Fall,2
2798,VIETNAM 120A,Intermediate Vietnamese,East Asian Langs & Civ,"Ngo,Binh",1,0,0,1,0,0,0,2020,Fall,2
2799,VIETNAM BA,Elementary Vietnamese,East Asian Langs & Civ,"Ngo,Binh",1,1,0,7,0,0,0,2020,Fall,9
2811,WELSH 225A,Medieval Welsh Lang & Lit,Celtic Languages & Literatures,"Jones,Aled Llion",2,3,0,0,0,0,0,2020,Fall,5
2822,WSTAFRCN AA,Elementary West African Pidgin,African & African Amer Studies,"Mugane,John M",16,0,0,1,0,0,0,2020,Fall,17
2823,WSTAFRCN BA,Intermediate W. African Pidgin,African & African Amer Studies,"Mugane,John M",6,0,0,0,0,0,0,2020,Fall,6
2824,YIDDISH 107,The Politics of Yiddish,Near Eastern Languages & Civ,"Zaritt,Saul",2,0,0,0,0,0,0,2020,Fall,2
2825,YIDDISH 225,Yiddish Worlds,Near Eastern Languages & Civ,"Zaritt,Saul",0,0,0,1,0,0,0,2020,Fall,1
2826,YIDDISH AA,Elementary Yiddish I,Near Eastern Languages & Civ,"Feldman,Sara",0,0,0,2,0,0,0,2020,Fall,2
2827,YIDDISH CA,Advanced Yiddish I,Near Eastern Languages & Civ,"Feldman,Sara",1,2,0,0,0,0,0,2020,Fall,3
2828,YORUBA AA,Elementary Yoruba,African & African Amer Studies,"Mugane,John M",7,1,0,2,0,0,0,2020,Fall,10
2829,YORUBA BA,Intermediate Yoruba,African & African Amer Studies,"Mugane,John M",3,0,0,2,0,0,0,2020,Fall,5
2830,ZULU 101AR,Advanced Zulu,African & African Amer Studies,"Mugane,John M",0,1,0,0,0,0,0,2020,Fall,1
2831,ZULU AA,Elementary Zulu,African & African Amer Studies,"Mugane,John M",25,0,0,1,0,0,0,2020,Fall,26
2832,ZULU BA,Intermediate Zulu,African & African Amer Studies,"Mugane,John M",1,0,0,0,0,0,0,2020,Fall,1
32,AFRIKAAN AB,Elementary Afrikaans,African & African Amer Studies,"Mugane,John M",9,0,0,0,0,0,0,2021,Spring,9
33,AFRIKAAN BB,Intermediate Afrikaans,African & African Amer Studies,"Mugane,John M",1,0,0,0,0,0,0,2021,Spring,1
74,AKKAD 148,Old Babylonian Letters of Mari,Near Eastern Languages & Civ,"Weeden,Mark",0,4,0,0,0,0,0,2021,Spring,4
75,AKKAD AB,Introductory Akkadian II,Near Eastern Languages & Civ,"Barjamovic,Gojko",1,0,0,1,0,0,0,2021,Spring,2
76,AMHARIC 101BR,Advanced Amharic II,African & African Amer Studies,"Mugane,John M",2,0,0,0,0,0,1,2021,Spring,1
77,AMHARIC AB,Elementary Amharic,African & African Amer Studies,"Mugane,John M",4,0,0,1,0,0,0,2021,Spring,5
78,AMHARIC BB,Intermediate Amharic,African & African Amer Studies,"Mugane,John M",1,0,0,1,0,0,0,2021,Spring,2
210,ARABIC 130B,Upper-Level Classical Arabic 2,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",0,3,0,0,0,0,0,2021,Spring,3
211,ARABIC 131B,Upper-Level Modern Arabic II,Near Eastern Languages & Civ,"Korica Sullivan,Nevenka",4,1,0,0,0,0,0,2021,Spring,5
212,ARABIC 131B,Upper-Level Modern Arabic II,Near Eastern Languages & Civ,"Korica Sullivan,Nevenka",6,0,0,1,0,0,0,2021,Spring,7
213,ARABIC 241BR,Advanced Modern Arabic Bridge,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",4,3,0,2,0,0,0,2021,Spring,9
214,ARABIC 241BR,Advanced Modern Arabic Bridge,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",6,0,0,1,0,0,0,2021,Spring,7
215,ARABIC 243BR,Intro to Rational Sciences,Near Eastern Languages & Civ,"El-Rouayheb,Khaled",0,6,0,4,0,0,0,2021,Spring,10
216,ARABIC 249R,Arabic Philosophical Texts,Near Eastern Languages & Civ,"El-Rouayheb,Khaled",1,5,0,1,0,0,0,2021,Spring,7
217,ARABIC 300,Reading/Research in Arabic,Near Eastern Languages & Civ,"Granara,William",0,2,0,0,0,0,0,2021,Spring,2
218,ARABIC AB,Elementary Arabic II,Near Eastern Languages & Civ,"Cozzens,Richard",7,2,0,3,0,0,0,2021,Spring,12
219,ARABIC AB,Elementary Arabic II,Near Eastern Languages & Civ,"Cozzens,Richard",6,2,0,2,0,0,0,2021,Spring,10
220,ARABIC AB,Elementary Arabic II,Near Eastern Languages & Civ,"Cozzens,Richard",2,0,0,3,0,0,0,2021,Spring,5
221,ARABIC AB,Elementary Arabic II,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",4,2,0,1,0,0,0,2021,Spring,7
222,ARABIC BB,Intermediate Arabic II,Near Eastern Languages & Civ,"Barmada,Nour",12,1,0,0,0,0,0,2021,Spring,13
223,ARABIC BB,Intermediate Arabic II,Near Eastern Languages & Civ,"Barmada,Nour",9,3,0,3,0,0,0,2021,Spring,15
224,ARABIC BB,Intermediate Arabic II,Near Eastern Languages & Civ,"Halaby,Gregory",2,1,0,1,0,0,0,2021,Spring,4
225,ARMEN AB,Elem Modern West Armenian II,Near Eastern Languages & Civ,"Gulesserian,Lisa",1,1,0,0,0,0,0,2021,Spring,2
300,BCS AB,Elementary BCS II,Slavic Languages & Literatures,"Kuzmic,Tatiana",1,2,0,0,0,0,0,2021,Spring,3
301,BCS BB,Intermediate BCS II,Slavic Languages & Literatures,"Kuzmic,Tatiana",0,1,0,0,0,0,0,2021,Spring,1
302,BCS CR,Advanced BCS,Slavic Languages & Literatures,"Kuzmic,Tatiana",3,0,0,1,0,0,0,2021,Spring,4
385,BRETON 123,Intermediate Modern Breton,Celtic Languages & Literatures,"Nagy,Joseph F",1,0,0,0,0,0,0,2021,Spring,1
387,CATALAN 11,Catalan Language and Culture,Romance Languages & Lit,Unknown,0,1,0,1,0,0,0,2021,Spring,2
388,CATALAN 91R,Supervised Reading and Researc,Romance Languages & Lit,"Aguirre-Oteiza,Daniel",0,1,0,0,0,0,0,2021,Spring,1
428,CHAGATAY B,Elementary Chaghatay,East Asian Langs & Civ,"Gulina,Aizezi",0,1,0,1,0,0,0,2021,Spring,2
497,CHNSE 106B,Intro to Literary Chinese,East Asian Langs & Civ,"Sena,David M",2,1,0,3,0,0,0,2021,Spring,6
498,CHNSE 107B,Intermediate Literary Chinese,East Asian Langs & Civ,"Sena,David M",2,5,0,2,0,0,0,2021,Spring,9
499,CHNSE 120B,Intermediate Modern Chinese,East Asian Langs & Civ,"Yang,Bin",14,1,0,0,0,0,0,2021,Spring,15
500,CHNSE 120B,Intermediate Modern Chinese,East Asian Langs & Civ,"Yang,Bin",7,0,0,1,0,0,0,2021,Spring,8
501,CHNSE 120B,Intermediate Modern Chinese,East Asian Langs & Civ,"Yang,Bin",5,1,0,0,0,0,0,2021,Spring,6
502,CHNSE 123XB,Intermed Mod Chinese - Adv Beg,East Asian Langs & Civ,"Ying,Jie",7,0,0,0,0,0,0,2021,Spring,7
503,CHNSE 123XB,Intermed Mod Chinese - Adv Beg,East Asian Langs & Civ,"Ying,Jie",15,0,0,0,0,0,0,2021,Spring,15
504,CHNSE 123XB,Intermed Mod Chinese - Adv Beg,East Asian Langs & Civ,"Ying,Jie",6,0,0,0,0,0,0,2021,Spring,6
505,CHNSE 130B,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",10,0,0,0,0,0,0,2021,Spring,10
506,CHNSE 130B,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",7,0,0,0,0,0,0,2021,Spring,7
507,CHNSE 130B,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",13,0,0,1,0,0,0,2021,Spring,14
508,CHNSE 130XB,Pre-Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Yang,Shunan",8,0,0,1,0,0,0,2021,Spring,9
509,CHNSE 130XB,Pre-Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Yang,Shunan",11,0,0,0,0,0,0,2021,Spring,11
510,CHNSE 140B,Advanced Modern Chinese,East Asian Langs & Civ,"Shao,Xueyin",7,4,0,0,0,0,0,2021,Spring,11
511,CHNSE 140B,Advanced Modern Chinese,East Asian Langs & Civ,"Shao,Xueyin",2,1,0,0,0,1,0,2021,Spring,4
512,CHNSE 140XB,Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Cai,Jing",7,1,0,2,0,1,0,2021,Spring,11
513,CHNSE 142B,Adv Conversational Chinese,East Asian Langs & Civ,"Cai,Jing",7,0,0,0,0,0,0,2021,Spring,7
514,CHNSE 150B,Reads & Disc in Acad Prof Chin,East Asian Langs & Civ,"Wang,Dan",5,2,0,0,0,0,0,2021,Spring,7
515,CHNSE 163,Business Chinese,East Asian Langs & Civ,"Wang,Dan",4,1,0,0,0,0,0,2021,Spring,5
516,CHNSE 166R,Chinese in the Humanities,East Asian Langs & Civ,"Liu,Jennifer Li-Chia",7,1,0,2,0,0,0,2021,Spring,10
517,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Bol,Peter K.",0,2,0,0,0,0,0,2021,Spring,2
518,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Elliott,Mark C.",0,1,0,0,0,0,0,2021,Spring,1
519,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Kelly,Thomas Patrick",0,1,0,0,0,0,0,2021,Spring,1
520,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Tian,Xiaofei",0,2,0,0,0,0,0,2021,Spring,2
521,CHNSE BB,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",10,2,0,2,0,0,0,2021,Spring,14
